org.jhotdraw.samples.svg.action org.jhotdraw.samples.svg.action.CombineAction 10 100 0.4033884
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGBezierFigure 10 9.523809 2.793296
org.jhotdraw.draw.AbstractAttributedCompositeFigure org.jhotdraw.draw.Figure 168 1.008888 0.08486649
org.jhotdraw.draw.event.AbstractAttributeEditorHandler.EventHandler org.jhotdraw.draw.AttributeKey 165 5.157862 0.0732552
org.jhotdraw.samples.odg.figures org.jhotdraw.samples.odg.figures.ODGBezierFigure 1 16.66667 0.1953125
org.jhotdraw.samples.odg.figures org.jhotdraw.samples.odg.figures.ODGPathFigure 1 16.66667 0.04456328
org.jhotdraw.samples.odg.figures.ODGPathFigure org.jhotdraw.samples.odg.figures.ODGPathFigure 2220 78.47296 98.93048
org.jhotdraw.samples.odg.ODGView.3 org.jhotdraw.samples.odg.ODGView 6 100 31.57895
org.jhotdraw.samples.odg.figures.ODGRectFigure org.jhotdraw.samples.odg.figures.ODGRectFigure 2108 100 93.43971
org.jhotdraw.samples.odg.figures.ODGAttributedFigure org.jhotdraw.samples.odg.figures.ODGAttributedFigure 640 72.72727 100
org.jhotdraw.samples.odg.figures.ODGAttributedFigure org.jhotdraw.samples.odg.ODGAttributeKeys 240 27.27273 62.82722
org.jhotdraw.samples.odg.ODGView.1 org.jhotdraw.samples.odg.ODGView 2 100 10.52632
org.jhotdraw.samples.odg.figures.ODGRectRadiusHandle org.jhotdraw.samples.odg.figures.ODGRectRadiusHandle 184 55.42168 100
org.jhotdraw.samples.odg.figures.ODGRectRadiusHandle org.jhotdraw.samples.odg.figures.ODGRectFigure 148 44.57832 6.560284
org.jhotdraw.draw.event.AbstractAttributeEditorHandler.EventHandler org.jhotdraw.draw.Figure 436 13.62926 0.2202487
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.draw.Figure 382 21.22222 0.1929702
org.jhotdraw.draw.handle.TransformHandleKit org.jhotdraw.draw.Figure 9 23.07692 0.004546419
org.jhotdraw.draw.handle.TransformHandleKit org.jhotdraw.draw.handle.TransformHandleKit 30 76.92308 100
org.jhotdraw.draw.handle.AbstractRotateHandle org.jhotdraw.draw.handle.AbstractRotateHandle 16 55.17241 100
org.jhotdraw.draw.handle.RotateHandle org.jhotdraw.draw.handle.RotateHandle 6 66.66667 100
org.jhotdraw.draw.handle.AbstractRotateHandle org.jhotdraw.draw.Figure 6 20.68966 0.003030946
org.jhotdraw.draw.handle.RotateHandle org.jhotdraw.draw.DrawingView 3 33.33334 0.002278008
org.jhotdraw.draw.handle.AbstractRotateHandle org.jhotdraw.draw.DrawingView 3 10.34483 0.002278008
org.jhotdraw.draw.handle.TransformHandleKit.TransformHandle org.jhotdraw.draw.handle.TransformHandleKit.TransformHandle 32 50 100
org.jhotdraw.draw.handle.TransformHandleKit.TransformHandle org.jhotdraw.draw.DrawingEditor 24 37.5 0.02187127
org.jhotdraw.draw.handle.TransformHandleKit.TransformHandle org.jhotdraw.draw.tool.Tool 8 12.5 0.04831793
org.jhotdraw.draw.handle.AbstractRotateHandle org.jhotdraw.draw.DrawingEditor 3 10.34483 0.002733909
org.jhotdraw.draw.handle.AbstractRotateHandle org.jhotdraw.draw.tool.Tool 1 3.448276 0.006039741
org.jhotdraw.samples.odg.figures.ODGPathFigure org.jhotdraw.samples.odg.figures.ODGBezierFigure 471 16.64899 91.99219
org.jhotdraw.samples.odg.figures.ODGPathFigure org.jhotdraw.samples.odg.ODGAttributeKeys 138 4.878048 36.12565
org.jhotdraw.draw.tool.CreationTool org.jhotdraw.draw.CompositeFigure 8 0.5009392 0.1796945
org.jhotdraw.samples.odg.figures.ODGBezierFigure org.jhotdraw.samples.odg.figures.ODGBezierFigure 40 100 7.8125
org.jhotdraw.samples.odg.figures.ODGPathOutlineHandle org.jhotdraw.samples.odg.figures.ODGPathOutlineHandle 23 50 100
org.jhotdraw.samples.odg.figures.ODGPathOutlineHandle org.jhotdraw.samples.odg.figures.ODGPathFigure 23 50 1.024955
org.jhotdraw.draw.event.AbstractAttributeEditorHandler.EventHandler org.jhotdraw.draw.event.FigureEvent 94 2.938418 2.031993
org.jhotdraw.draw.AttributeKey org.jhotdraw.draw.Figure 342 67.45562 0.1727639
org.jhotdraw.samples.pert.PertApplicationModel.1 org.jhotdraw.samples.pert.PertApplicationModel 5 100 62.5
org.jhotdraw.samples.pert org.jhotdraw.samples.pert.PertView 4 14.28572 22.22222
org.jhotdraw.samples.pert.PertView org.jhotdraw.samples.pert.PertView 5 100 27.77778
org.jhotdraw.samples.pert org.jhotdraw.samples.pert.PertFactory 24 85.71429 100
org.jhotdraw.samples.pert.PertApplicationModel org.jhotdraw.samples.pert.PertApplicationModel 3 75 37.5
org.jhotdraw.samples.pert.PertApplicationModel org.jhotdraw.samples.pert.PertView 1 25 5.555556
org.jhotdraw.draw. org.jhotdraw.draw.GraphicalCompositeFigure 3 0.2255639 0.0148434
org.jhotdraw.draw.GraphicalCompositeFigure org.jhotdraw.draw.Figure 7626 25.50501 3.852332
org.jhotdraw.draw.GraphicalCompositeFigure org.jhotdraw.draw.GraphicalCompositeFigure 20208 67.58528 99.98516
org.jhotdraw.samples.pert.figures org.jhotdraw.samples.pert.figures.TaskFigure 7 2.745098 8.97436
org.jhotdraw.draw. org.jhotdraw.draw.ListFigure 4 0.3007519 100
org.jhotdraw.draw.GraphicalCompositeFigure org.jhotdraw.draw.AttributeKey 1656 5.538461 0.7352157
org.jhotdraw.samples.pert.figures.TaskFigure org.jhotdraw.samples.pert.figures.TaskFigure 65 100 83.33333
org.jhotdraw.samples.pert.figures org.jhotdraw.samples.pert.figures.DependencyFigure 248 97.25491 99.2
org.jhotdraw.draw. org.jhotdraw.draw.TextAreaFigure 4 0.3007519 0.4192872
org.jhotdraw.samples.pert.PertView.3 org.jhotdraw.samples.pert.PertView 6 100 33.33334
org.jhotdraw.draw.AbstractCompositeFigure org.jhotdraw.draw.layouter.Layouter 840 4.21137 67.2
org.jhotdraw.draw.layouter.VerticalLayouter org.jhotdraw.draw.CompositeFigure 4306 23.26436 96.72057
org.jhotdraw.draw.layouter.VerticalLayouter org.jhotdraw.draw.layouter.VerticalLayouter 4778 25.81447 100
org.jhotdraw.draw.layouter.VerticalLayouter org.jhotdraw.draw.Figure 8352 45.12399 4.219077
org.jhotdraw.draw.layouter.AbstractLayouter org.jhotdraw.draw.Figure 3108 50 1.57003
org.jhotdraw.draw.layouter.AbstractLayouter org.jhotdraw.geom.Insets2D.Double 3108 50 81.63908
org.jhotdraw.draw.layouter.VerticalLayouter org.jhotdraw.draw.AttributeKeys.Alignment 1073 5.79718 95.29308
org.jhotdraw.draw.GraphicalCompositeFigure org.jhotdraw.draw.layouter.Layouter 410 1.371237 32.8
org.jhotdraw.draw.AbstractCompositeFigure org.jhotdraw.draw.CompositeFigure 138 0.6918681 3.09973
org.jhotdraw.samples.pert.PertView.1 org.jhotdraw.samples.pert.PertView 2 100 11.11111
org.jhotdraw.samples.pert.figures.TaskFigure.DurationAdapter org.jhotdraw.samples.pert.figures.TaskFigure 2 100 2.564103
org.jhotdraw.app.action.edit.DuplicateAction org.jhotdraw.gui.EditableComponent 1 100 100
org.jhotdraw.draw.DefaultDrawingView.4 org.jhotdraw.util.ResourceBundleUtil 2 100 0.00658588
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.draw.tool.TextAreaCreationTool 28 36.84211 100
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.draw.DrawingView 6 7.894736 0.004556016
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.draw.text.FloatingTextArea 15 19.73684 31.91489
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.draw.TextHolderFigure 21 27.63158 2.748691
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.geom.Insets2D.Double 3 3.947368 0.07880221
org.jhotdraw.draw.tool.TextAreaCreationTool org.jhotdraw.draw.Drawing 3 3.947368 0.01176332
org.jhotdraw.draw.tool.TextAreaCreationTool.1 org.jhotdraw.util.ResourceBundleUtil 8 100 0.02634352
org.jhotdraw.samples.pert.figures.DependencyFigure org.jhotdraw.samples.pert.figures.TaskFigure 4 66.66667 5.128205
org.jhotdraw.samples.pert.figures.DependencyFigure org.jhotdraw.samples.pert.figures.DependencyFigure 2 33.33334 0.8
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.tool.BezierTool 1317 31.67388 99.39622
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.DrawingView 859 20.65897 0.6522697
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.BezierFigure 1757 42.25589 2.459647
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.DrawingEditor 6 0.1443001 0.005467817
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.Constrainer 30 0.7215007 1.006711
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.draw.Drawing 12 0.2886003 0.04705329
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.geom.Geom 69 1.659452 0.1160737
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.geom.BezierPath 104 2.501203 0.03548338
org.jhotdraw.draw.tool.BezierTool org.jhotdraw.geom.Bezier 4 0.0962001 0.3820439
org.jhotdraw.geom.Bezier org.jhotdraw.geom.BezierPath 43 3.948577 0.01467101
org.jhotdraw.geom.Bezier org.jhotdraw.geom.Bezier 1043 95.77595 99.61796
org.jhotdraw.draw.tool.BezierTool.1 org.jhotdraw.draw.tool.BezierTool 8 100 0.6037736
org.jhotdraw.geom.Bezier org.jhotdraw.geom.Geom 3 0.2754821 0.005046682
org.jhotdraw.draw.tool.ImageTool org.jhotdraw.draw.tool.ImageTool 3 60 100
org.jhotdraw.draw.tool.ImageTool org.jhotdraw.draw.DrawingView 1 20 0.000759336
org.jhotdraw.draw.tool.ImageTool org.jhotdraw.draw.Figure 1 20 0.0005051576
org.jhotdraw.draw.tool.ImageTool.1 org.jhotdraw.draw.ImageHolderFigure 4 100 100
org.jhotdraw.samples.draw.Main org.jhotdraw.samples.draw.DrawApplicationModel 4 100 50
org.jhotdraw.samples.draw org.jhotdraw.samples.draw.DrawView 4 6.666667 22.22222
org.jhotdraw.samples.draw.DrawView org.jhotdraw.samples.draw.DrawView 5 100 27.77778
org.jhotdraw.samples.draw org.jhotdraw.samples.draw.DrawFigureFactory 56 93.33334 100
org.jhotdraw.samples.draw.DrawApplicationModel org.jhotdraw.samples.draw.DrawApplicationModel 4 80 50
org.jhotdraw.samples.draw.DrawApplicationModel org.jhotdraw.samples.draw.DrawView 1 20 5.555556
org.jhotdraw.draw. org.jhotdraw.draw.TriangleFigure 1 0.07518797 0.08865248
org.jhotdraw.samples.draw.DrawView.3 org.jhotdraw.samples.draw.DrawView 6 100 33.33334
org.jhotdraw.samples.svg.Main org.jhotdraw.samples.svg.SVGApplicationModel 4 100 57.14286
org.jhotdraw.samples.svg.SVGApplicationModel org.jhotdraw.samples.svg.SVGApplicationModel 3 50 42.85714
org.jhotdraw.samples.svg.figures.SVGGroupFigure org.jhotdraw.samples.svg.figures.SVGGroupFigure 121 100 100
org.jhotdraw.samples.svg org.jhotdraw.samples.svg.SVGView 4 30.76923 12.5
org.jhotdraw.samples.svg org.jhotdraw.samples.svg.SVGDrawingPanel 8 61.53846 7.54717
org.jhotdraw.gui. org.jhotdraw.gui.plaf.palette.PaletteToolBarUI 11 6.358381 1.346389
org.jhotdraw.gui. org.jhotdraw.gui.JDisclosureToolBar 22 12.71676 7.432433
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI org.jhotdraw.gui.plaf.palette.PaletteToolBarUI 272 65.70049 33.29253
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 44 10.62802 1.727522
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI org.jhotdraw.gui.plaf.palette.PaletteLazyActionMap 11 2.657005 100
org.jhotdraw.gui.plaf.palette.PaletteToolBarUI.Handler org.jhotdraw.gui.plaf.palette.PaletteToolBarUI 529 88.90756 64.74908
org.jhotdraw.gui.JDisclosureToolBar org.jhotdraw.gui.JDisclosureToolBar 274 96.14035 92.56757
org.jhotdraw.gui.JDisclosureToolBar org.jhotdraw.gui.plaf.palette.PaletteButtonUI 11 3.859649 24.44444
org.jhotdraw.gui.plaf.palette.PaletteButtonUI org.jhotdraw.gui.plaf.palette.PaletteButtonUI 34 2.325581 75.55556
org.jhotdraw.gui.plaf.palette.PaletteButtonUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 68 4.651163 2.669808
org.jhotdraw.gui.plaf.palette.PaletteButtonBorder org.jhotdraw.gui.plaf.palette.PaletteButtonBorder 5607 100 100
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.AbstractToolBar 11 29.72973 3.780069
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.ToolsToolBar 1 2.702703 16.66667
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.ActionsToolBar 2 5.405406 4.878048
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.FillToolBar 3 8.108108 42.85714
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.StrokeToolBar 2 5.405406 28.57143
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.FontToolBar 2 5.405406 33.33334
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.ArrangeToolBar 2 5.405406 33.33334
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.AlignToolBar 2 5.405406 33.33334
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.FigureToolBar 3 8.108108 42.85714
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.LinkToolBar 3 8.108108 42.85714
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.CanvasToolBar 3 8.108108 42.85714
org.jhotdraw.samples.svg.gui org.jhotdraw.samples.svg.gui.ViewToolBar 3 8.108108 37.5
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.SVGDrawingPanel 6 11.11111 5.660378
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.StrokeToolBar 5 9.259259 71.42857
org.jhotdraw.samples.svg org.jhotdraw.samples.svg.gui.ViewToolBar 1 7.692308 12.5
org.jhotdraw.text. org.jhotdraw.text.FontFormatter 30 68.18182 96.77419
org.jhotdraw.samples.svg.SVGDrawingPanel.1 org.jhotdraw.samples.svg.SVGDrawingPanel 20 100 18.86793
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.ToolsToolBar 4 7.407407 66.66667
org.jhotdraw.samples.svg.gui.AbstractToolBar org.jhotdraw.samples.svg.gui.AbstractToolBar 221 56.81234 75.94502
org.jhotdraw.samples.svg.gui.AbstractToolBar org.jhotdraw.samples.svg.gui.AbstractToolBar.ProxyPanel 168 43.18766 75.33633
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.FillToolBar 4 7.407407 57.14286
org.jhotdraw.draw.event org.jhotdraw.draw.DrawingEditor 54 35.76159 0.04921036
org.jhotdraw.draw.event org.jhotdraw.draw.DrawingView 44 29.13907 0.03341079
org.jhotdraw.draw.event org.jhotdraw.draw.event.SelectionComponentDisplayer 14 9.271523 2.5878
org.jhotdraw.draw.event.SelectionComponentDisplayer org.jhotdraw.draw.DrawingEditor 1288 62.6764 1.173758
org.jhotdraw.draw.event.SelectionComponentDisplayer org.jhotdraw.draw.DrawingView 240 11.67883 0.1822407
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.ActionsToolBar 7 12.96296 17.07317
org.jhotdraw.samples.svg.gui.ActionsToolBar org.jhotdraw.samples.svg.gui.ActionsToolBar 32 100 78.04877
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.AlignToolBar 4 7.407407 66.66667
org.jhotdraw.draw.event.SelectionComponentDisplayer org.jhotdraw.draw.event.SelectionComponentDisplayer 527 25.64477 97.4122
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.ArrangeToolBar 4 7.407407 66.66667
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.FontToolBar 4 7.407407 66.66667
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.FigureToolBar 4 7.407407 57.14286
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.LinkToolBar 4 7.407407 57.14286
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.CanvasToolBar 4 7.407407 57.14286
org.jhotdraw.samples.svg.SVGDrawingPanel org.jhotdraw.samples.svg.gui.ViewToolBar 4 7.407407 50
org.jhotdraw.samples.svg.SVGView org.jhotdraw.samples.svg.SVGView 9 52.94118 28.125
org.jhotdraw.samples.svg.SVGView org.jhotdraw.samples.svg.SVGDrawingPanel 8 47.05882 7.54717
org.jhotdraw.samples.svg.SVGApplicationModel org.jhotdraw.samples.svg.SVGView 3 50 9.375
org.jhotdraw.gui.plaf.palette.PaletteToolBarBorder org.jhotdraw.gui.plaf.palette.PaletteToolBarBorder 1469 100 95.70033
org.jhotdraw.gui.ToolBarLayout org.jhotdraw.gui.ToolBarLayout 65 100 100
org.jhotdraw.gui.DisclosureIcon org.jhotdraw.gui.DisclosureIcon 2516 100 100
org.jhotdraw.samples.svg.gui.AbstractToolBar.ProxyPanel org.jhotdraw.samples.svg.gui.AbstractToolBar 14 100 4.810997
org.jhotdraw.samples.svg.SVGView.3 org.jhotdraw.samples.svg.SVGView 12 75 37.5
org.jhotdraw.samples.svg.SVGView.3 org.jhotdraw.samples.svg.SVGDrawingPanel 4 25 3.773585
org.jhotdraw.samples.svg.gui.AbstractToolBar.ProxyPanel.1 org.jhotdraw.samples.svg.gui.AbstractToolBar.ProxyPanel 55 55 24.66368
org.jhotdraw.samples.svg.gui.AbstractToolBar.ProxyPanel.1 org.jhotdraw.samples.svg.gui.AbstractToolBar 45 45 15.46392
org.jhotdraw.samples.svg.gui.ToolsToolBar org.jhotdraw.samples.svg.gui.ToolsToolBar 1 20 16.66667
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGRectFigure 1 0.952381 0.4016064
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGEllipseFigure 1 0.952381 0.255102
org.jhotdraw.samples.svg.gui.ToolsToolBar org.jhotdraw.samples.svg.PathTool 2 40 20
org.jhotdraw.samples.svg.figures org.jhotdraw.samples.svg.figures.SVGTextAreaFigure 2 1.904762 0.3642987
org.jhotdraw.samples.svg.figures.SVGTextAreaFigure org.jhotdraw.samples.svg.figures.SVGTextAreaFigure 547 99.0942 99.6357
org.jhotdraw.samples.svg.gui.ToolsToolBar org.jhotdraw.samples.svg.SVGCreateFromFileTool 2 40 10.52632
org.jhotdraw.gui.plaf.palette.PaletteButtonUI org.jhotdraw.gui.plaf.palette.BackdropBorder 1360 93.02326 97.07352
org.jhotdraw.draw.event org.jhotdraw.draw.Drawing 4 2.649007 0.01568443
org.jhotdraw.gui.plaf.palette.PaletteSliderUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 22 100 0.8637612
org.jhotdraw.draw.action.SelectionColorIcon org.jhotdraw.draw.DrawingEditor 120 31.25 0.1093564
org.jhotdraw.draw.action.SelectionColorIcon org.jhotdraw.draw.DrawingView 168 43.75 0.1275685
org.jhotdraw.draw.action.SelectionColorIcon org.jhotdraw.draw.AttributeKey 24 6.25 0.0106553
org.jhotdraw.samples.svg.figures.SVGRectFigure org.jhotdraw.samples.svg.figures.SVGRectFigure 156 80 62.6506
org.jhotdraw.samples.svg.figures.SVGRectFigure org.jhotdraw.samples.svg.SVGAttributeKeys 39 20 6.393442
org.jhotdraw.samples.svg.figures.SVGAttributedFigure org.jhotdraw.samples.svg.figures.SVGAttributedFigure 1296 77.69785 100
org.jhotdraw.samples.svg.figures.SVGAttributedFigure org.jhotdraw.samples.svg.SVGAttributeKeys 372 22.30216 60.9836
org.jhotdraw.samples.svg.SVGView.1 org.jhotdraw.samples.svg.SVGView 4 100 12.5
org.jhotdraw.samples.svg.figures.SVGRectRadiusHandle org.jhotdraw.samples.svg.figures.SVGRectRadiusHandle 144 61.01695 100
org.jhotdraw.samples.svg.figures.SVGRectRadiusHandle org.jhotdraw.samples.svg.figures.SVGRectFigure 92 38.98305 36.94779
org.jhotdraw.samples.svg.figures.LinkHandle org.jhotdraw.samples.svg.figures.LinkHandle 285 100 100
org.jhotdraw.draw.action.SelectionColorIcon org.jhotdraw.draw.Figure 72 18.75 0.03637135
org.jhotdraw.draw.event.AbstractAttributeEditorHandler org.jhotdraw.draw.Drawing 13 0.7222222 0.05097439
org.jhotdraw.draw.event.AbstractAttributeEditorHandler.UndoableAttributeEdit org.jhotdraw.draw.AttributeKey 26 100 0.01154324
org.jhotdraw.draw.action.ButtonFactory.7 org.jhotdraw.util.Methods 1 5 2.040816
org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI 6 42.85714 100
org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 3 21.42857 0.1177856
org.jhotdraw.gui.plaf.palette.colorchooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorChooserMainPanel 2 13.33333 22.22222
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorChooserMainPanel org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorChooserMainPanel 2 100 22.22222
org.jhotdraw.gui.plaf.palette.colorchooser org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI 1 6.666667 0.8547009
org.jhotdraw.gui.plaf.palette.PaletteTabbedPaneUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 188 57.31707 7.381233
org.jhotdraw.gui.plaf.palette.colorchooser org.jhotdraw.util.Images 2 13.33333 5.405406
org.jhotdraw.color. org.jhotdraw.color.DefaultColorSliderModel 5 35.71429 6.329114
org.jhotdraw.gui.plaf.palette.PaletteColorChooserUI org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorChooserMainPanel 5 35.71429 55.55556
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 2 1.574803 0.07852376
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 4 23.52941 0.1570475
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSlidersChooser org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 10 55.55556 0.3926188
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser 14 11.02362 21.21212
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 1 0.7874016 7.142858
org.jhotdraw.gui.plaf.palette.PalettePanelUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 56 100 2.198665
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser org.jhotdraw.gui.plaf.palette.PaletteListUI 1 0.7874016 100
org.jhotdraw.gui.plaf.palette.PaletteListUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 5 100 0.1963094
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser org.jhotdraw.gui.plaf.palette.colorchooser.ColorIcon 109 85.82677 93.16239
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteSwatchesChooser 52 86.66666 78.78788
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser 8 47.05882 57.14286
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 1 5.882353 7.142858
org.jhotdraw.color.HSBColorSpace org.jhotdraw.color.HSBColorSpace 1 100 100
org.jhotdraw.color. org.jhotdraw.color.JColorWheel 4 28.57143 23.52941
org.jhotdraw.color.JColorWheel org.jhotdraw.color.JColorWheel 9 34.61539 52.94118
org.jhotdraw.color.JColorWheel org.jhotdraw.color.JColorWheel.Type 7 26.92308 100
org.jhotdraw.color.JColorWheel org.jhotdraw.color.ColorSliderModel 4 15.38462 8.163265
org.jhotdraw.color. org.jhotdraw.color.AbstractColorWheelImageProducer 4 28.57143 40
org.jhotdraw.color.JColorWheel org.jhotdraw.color.AbstractColorWheelImageProducer 6 23.07692 60
org.jhotdraw.color. org.jhotdraw.color.ColorSliderModel 1 7.142858 2.040816
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSliderModel 3 17.64706 10.71429
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSliderModel org.jhotdraw.gui.plaf.palette.PaletteColorSliderUI 11 33.33334 100
org.jhotdraw.color.ColorSliderUI org.jhotdraw.color.ColorSliderUI 306 100 70.99768
org.jhotdraw.gui.plaf.palette.PaletteColorSliderUI org.jhotdraw.gui.plaf.palette.PaletteLookAndFeel 22 100 0.8637612
org.jhotdraw.gui.plaf.palette.MultiIcon org.jhotdraw.gui.plaf.palette.MultiIcon 24 92.30769 100
org.jhotdraw.gui.plaf.palette.MultiIcon org.jhotdraw.util.Images 2 7.692308 5.405406
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSliderModel org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSliderModel 22 66.66667 78.57143
org.jhotdraw.color.ColorSliderUI.CSUIPropertyChangeHandler org.jhotdraw.color.ColorSliderUI 125 100 29.00232
org.jhotdraw.color.DefaultColorSliderModel.1 org.jhotdraw.color.DefaultColorSliderModel 34 100 43.03798
org.jhotdraw.color.DefaultColorSliderModel org.jhotdraw.color.DefaultColorSliderModel 40 59.70149 50.63291
org.jhotdraw.color.DefaultColorSliderModel org.jhotdraw.color.ColorUtil 27 40.29851 23.27586
org.jhotdraw.color.ColorUtil org.jhotdraw.color.ColorUtil 87 86.13861 75
org.jhotdraw.color.ColorUtil org.jhotdraw.color.NamedColorSpace 14 13.86139 100
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser org.jhotdraw.color.JColorWheel 1 5.882353 5.882353
org.jhotdraw.color.AbstractNamedColorSpace org.jhotdraw.color.ColorUtil 2 0.1968504 1.724138
org.jhotdraw.color.JColorWheel.ModelHandler org.jhotdraw.color.JColorWheel 3 100 17.64706
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser 6 66.66667 42.85714
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorWheelChooser.1 org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSliderModel 3 33.33334 10.71429
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSlidersChooser org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSlidersChooser 6 33.33334 100
org.jhotdraw.gui.plaf.palette.colorchooser.PaletteColorSlidersChooser org.jhotdraw.gui.plaf.palette.PalettePanelUI 2 11.11111 14.28572
