org.jhotdraw.draw.handle.ResizeHandleKit.NorthWestHandle org.jhotdraw.draw.handle.ResizeHandleKit.NorthWestHandle 13 50 100
org.jhotdraw.draw.handle.ResizeHandleKit.NorthWestHandle org.jhotdraw.draw.Figure 13 50 0.006567049
org.jhotdraw.draw.tool.DefaultSelectAreaTracker org.jhotdraw.draw.DrawingView 13596 30.45494 10.32393
org.jhotdraw.draw.tool.DefaultSelectAreaTracker org.jhotdraw.draw.Figure 4064 9.103331 2.052961
org.jhotdraw.draw.tool.AbstractTool org.jhotdraw.draw.Figure 3214 4.460482 1.623577
org.jhotdraw.draw.tool.DefaultSelectAreaTracker org.jhotdraw.draw.handle.Handle 1194 2.674551 2.389769
org.jhotdraw.draw.tool.SelectionTool.TrackerHandler org.jhotdraw.draw.event.ToolEvent 695 19.59955 19.30019
org.jhotdraw.draw.tool.SelectionTool.TrackerHandler org.jhotdraw.draw.tool.SelectionTool 2235 63.02876 39.1213
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.DrawingView 844 54.48676 0.6408796
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.tool.DelegationSelectionTool 372 24.01549 100
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.Figure 269 17.36604 0.1358874
org.jhotdraw.draw.handle.AbstractHandle org.jhotdraw.draw.Figure 1441 1.338336 0.7279322
org.jhotdraw.gui.JPopupButton.1 org.jhotdraw.gui.JPopupButton 226 100 3.647514
org.jhotdraw.gui.JPopupButton org.jhotdraw.gui.JPopupButton 3379 100 54.53519
org.jhotdraw.gui.plaf.palette.PaletteMenuItemUI org.jhotdraw.gui.plaf.palette.PaletteMenuItemUI 3202 100 100
org.jhotdraw.draw.action.AttributeAction org.jhotdraw.draw.DrawingView 71 0.1253553 0.05391286
org.jhotdraw.draw.action.AttributeAction org.jhotdraw.draw.Figure 290 0.5120147 0.1464957
org.jhotdraw.draw.EllipseFigure org.jhotdraw.draw.AttributeKeys 762 97.81771 0.5850512
org.jhotdraw.draw.EllipseFigure org.jhotdraw.geom.Geom 17 2.182285 0.02859786
org.jhotdraw.draw.LineConnectionFigure.ConnectionHandler org.jhotdraw.draw.LineConnectionFigure 270 77.8098 14.84332
org.jhotdraw.draw.action.AttributeAction org.jhotdraw.draw.Drawing 71 0.1253553 0.2783986
org.jhotdraw.draw.action.AttributeAction.1 org.jhotdraw.draw.action.AttributeAction 189 100 0.3975851
org.jhotdraw.draw.AbstractAttributedDecoratedFigure org.jhotdraw.draw.AbstractAttributedDecoratedFigure 14270 75.54262 100
org.jhotdraw.draw.ImageFigure org.jhotdraw.draw.AttributeKeys 501 34.8643 0.3846597
org.jhotdraw.draw.ImageFigure org.jhotdraw.geom.Geom 333 23.17328 0.5601817
org.jhotdraw.draw.BezierFigure org.jhotdraw.draw.AttributeKeys 4586 4.400434 3.521056
org.jhotdraw.draw.BezierFigure org.jhotdraw.draw.BezierFigure 64173 61.57632 89.83662
org.jhotdraw.draw.BezierFigure org.jhotdraw.geom.BezierPath 28888 27.71909 9.85619
org.jhotdraw.geom.BezierPath org.jhotdraw.geom.BezierPath 37393 86.75871 12.75798
org.jhotdraw.draw.BezierFigure org.jhotdraw.geom.GrowStroke 102 0.09787271 15.81395
org.jhotdraw.geom.GrowStroke org.jhotdraw.geom.BezierPath 20393 96.17979 6.957813
org.jhotdraw.geom.BezierPathIterator org.jhotdraw.geom.BezierPath 160827 87.64462 54.87197
org.jhotdraw.geom.BezierPathIterator org.jhotdraw.geom.BezierPathIterator 22672 12.35538 100
org.jhotdraw.geom.GrowStroke org.jhotdraw.geom.GrowStroke 405 1.910107 62.7907
org.jhotdraw.geom.DoubleStroke org.jhotdraw.geom.BezierPath 44204 70.96371 15.0818
org.jhotdraw.geom.DoubleStroke org.jhotdraw.geom.DoubleStroke 6383 10.24707 100
org.jhotdraw.geom.DoubleStroke org.jhotdraw.geom.Geom 11704 18.78923 19.68879
org.jhotdraw.geom.Geom org.jhotdraw.geom.Geom 22474 100 37.80638
org.jhotdraw.geom.GrowStroke org.jhotdraw.geom.Geom 405 1.910107 0.6813021
org.jhotdraw.geom.BezierPath org.jhotdraw.geom.Shapes 3896 9.039443 100
org.jhotdraw.geom.Shapes org.jhotdraw.geom.Geom 9934 100 16.71124
org.jhotdraw.draw.BezierFigure org.jhotdraw.geom.Geom 1210 1.161039 2.035495
org.jhotdraw.draw.handle.ResizeHandleKit.SouthEastHandle org.jhotdraw.draw.handle.ResizeHandleKit.SouthEastHandle 142 52.20588 100
org.jhotdraw.draw.handle.ResizeHandleKit.SouthEastHandle org.jhotdraw.draw.Figure 130 47.79412 0.0656705
org.jhotdraw.draw.tool.SelectionTool org.jhotdraw.draw.tool.HandleTracker 24 0.1529052 100
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.tool.DefaultHandleTracker 1537 33.21807 100
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.handle.Handle 243 5.251783 0.4863599
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.DrawingView 1303 28.1608 0.9894149
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.event.HandleMulticaster 127 2.744759 100
org.jhotdraw.draw.event.HandleMulticaster org.jhotdraw.draw.handle.Handle 127 83.55263 0.2541881
org.jhotdraw.draw.locator.RelativeLocator org.jhotdraw.draw.DecoratedFigure 1570 13.13588 100
org.jhotdraw.draw.handle.ResizeHandleKit.ResizeHandle org.jhotdraw.draw.DrawingView 159 0.6242883 0.1207344
org.jhotdraw.draw.handle.ResizeHandleKit.ResizeHandle org.jhotdraw.draw.Constrainer 53 0.2080961 1.778523
org.jhotdraw.draw.handle.AbstractHandle org.jhotdraw.draw.event.HandleListener 1330 1.235244 100
org.jhotdraw.draw.DefaultDrawingView.EventHandler org.jhotdraw.draw.event.HandleEvent 1210 15.04414 99.34319
org.jhotdraw.draw.FigureLayerComparator org.jhotdraw.draw.Figure 8842 100 4.466604
org.jhotdraw.draw.ImageFigure org.jhotdraw.draw.ImageFigure 603 41.96242 100
org.jhotdraw.draw.event.HandleMulticaster org.jhotdraw.util.ReversedList 25 16.44737 0.2032686
org.jhotdraw.draw.handle.AbstractHandle org.jhotdraw.draw.Drawing 16 0.01486008 0.06273772
org.jhotdraw.draw.event.TransformRestoreEdit org.jhotdraw.util.ResourceBundleUtil 54 100 0.1778188
org.jhotdraw.draw.BezierFigure org.jhotdraw.geom.BezierPath.Node 4026 3.863093 67.70939
org.jhotdraw.draw.BezierFigure org.jhotdraw.draw.decoration.LineDecoration 1178 1.130334 100
org.jhotdraw.draw.decoration.AbstractLineDecoration org.jhotdraw.draw.decoration.AbstractLineDecoration 2272 40.51355 100
org.jhotdraw.draw.decoration.ArrowTip org.jhotdraw.draw.decoration.ArrowTip 1178 100 100
org.jhotdraw.draw.decoration.AbstractLineDecoration org.jhotdraw.draw.Figure 2169 38.67689 1.095687
org.jhotdraw.draw.decoration.AbstractLineDecoration org.jhotdraw.geom.Geom 421 7.507133 0.7082177
org.jhotdraw.draw.TextFigure org.jhotdraw.draw.TextFigure 21473 97.82688 99.95345
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.DrawingEditor 959 20.72617 0.8739395
org.jhotdraw.draw.tool.DefaultHandleTracker org.jhotdraw.draw.Figure 458 9.898422 0.2313622
org.jhotdraw.draw.handle.ResizeHandleKit.EastHandle org.jhotdraw.draw.handle.ResizeHandleKit.EastHandle 48 53.33334 100
org.jhotdraw.draw.handle.ResizeHandleKit.EastHandle org.jhotdraw.draw.Figure 42 46.66667 0.02121662
org.jhotdraw.draw.handle.BezierOutlineHandle org.jhotdraw.draw.handle.BezierOutlineHandle 1801 38.68127 100
org.jhotdraw.draw.handle.BezierOutlineHandle org.jhotdraw.draw.BezierFigure 805 17.28952 1.12693
org.jhotdraw.draw.handle.BezierOutlineHandle org.jhotdraw.draw.DrawingView 556 11.94158 0.4221908
org.jhotdraw.geom.BezierPath org.jhotdraw.geom.BezierPath.Node 1792 4.157773 30.13791
org.jhotdraw.draw.handle.BezierOutlineHandle org.jhotdraw.draw.DrawingEditor 1245 26.73969 1.134572
org.jhotdraw.draw.handle.BezierOutlineHandle org.jhotdraw.draw.tool.Tool 249 5.347938 1.503896
org.jhotdraw.draw.tool.SelectionTool org.jhotdraw.draw.Figure 395 2.516565 0.1995373
org.jhotdraw.draw.tool.SelectionTool org.jhotdraw.draw.tool.DragTracker 158 1.006626 100
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.tool.DefaultDragTracker 993 32.69674 100
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.DrawingView 1137 37.43826 0.8633651
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.Figure 525 17.2868 0.2652078
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.handle.BezierNodeHandle 8865 49.17078 100
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.BezierFigure 4220 23.40673 5.907634
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.Figure 1317 7.304898 0.6652927
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.DrawingView 1279 7.094126 0.9711908
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.DrawingEditor 1695 9.40152 1.544658
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.tool.Tool 565 3.13384 3.412454
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.DrawingEditor 173 5.696411 0.1576554
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.Drawing 159 5.23543 0.6234561
org.jhotdraw.draw.TriangleFigure org.jhotdraw.draw.TriangleFigure 1083 34.54546 96.01064
org.jhotdraw.draw.TriangleFigure org.jhotdraw.draw.AttributeKeys.Orientation 256 8.165869 94.11765
org.jhotdraw.draw.TriangleFigure org.jhotdraw.geom.BezierPath 1024 32.66348 0.3493748
org.jhotdraw.draw.TriangleFigure org.jhotdraw.draw.AttributeKeys 538 17.16109 0.4130677
org.jhotdraw.draw.TriangleFigure org.jhotdraw.geom.GrowStroke 138 4.401914 21.39535
org.jhotdraw.draw.RectangleFigure org.jhotdraw.draw.AttributeKeys 7594 51.26924 5.83055
org.jhotdraw.draw.RectangleFigure org.jhotdraw.geom.Geom 7104 47.96111 11.95054
org.jhotdraw.draw.DiamondFigure org.jhotdraw.draw.DiamondFigure 610 42.36111 100
org.jhotdraw.draw.DiamondFigure org.jhotdraw.draw.AttributeKeys 810 56.25 0.6219049
org.jhotdraw.draw.tool.SelectionTool.TrackerHandler org.jhotdraw.draw.tool.Tool 616 17.37169 3.720481
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.Drawing 23 0.1275722 0.09018546
org.jhotdraw.draw.event.HandleEvent org.jhotdraw.draw.event.HandleEvent 8 100 0.6568145
org.jhotdraw.draw.DefaultDrawingView.EventHandler org.jhotdraw.draw.handle.Handle 24 0.2983961 0.04803555
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.handle.BezierControlPointHandle 1186 54.42864 100
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.BezierFigure 311 14.2726 0.435373
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.Figure 158 7.251032 0.07981491
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.DrawingView 252 11.56494 0.1913527
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.draw.Constrainer 22 0.1220256 0.738255
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.geom.BezierPath.Node 34 0.1885851 0.571813
org.jhotdraw.geom.BezierPath.Node org.jhotdraw.geom.BezierPath.Node 22 100 0.3699966
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.DrawingEditor 238 10.92244 0.2168901
org.jhotdraw.draw.handle.BezierControlPointHandle org.jhotdraw.draw.tool.Tool 34 1.560349 0.2053512
org.jhotdraw.undo.CompositeEdit org.jhotdraw.undo.CompositeEdit 95 84.07079 100
org.jhotdraw.undo.CompositeEdit org.jhotdraw.undo.UndoRedoManager 9 7.964602 0.3558719
org.jhotdraw.undo.CompositeEdit org.jhotdraw.util.ResourceBundleUtil 9 7.964602 0.02963646
org.jhotdraw.draw.handle.ResizeHandleKit.NorthEastHandle org.jhotdraw.draw.handle.ResizeHandleKit.NorthEastHandle 28 54.90196 100
org.jhotdraw.draw.handle.ResizeHandleKit.NorthEastHandle org.jhotdraw.draw.Figure 23 45.09804 0.01161863
org.jhotdraw.draw.LineConnectionFigure.ConnectionHandler org.jhotdraw.draw.event.FigureEvent 77 22.1902 1.664505
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.draw.connector.Connector 720 30.2267 37.3444
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.draw.LineConnectionFigure 1491 62.59446 81.96812
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.ConnectionFigure 1135 49.45534 52.71714
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.connector.Connector 324 14.11765 16.80498
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.connector.ChopRectangleConnector 394 17.16776 100
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.Figure 267 11.63399 0.1348771
org.jhotdraw.draw.connector.ChopTriangleConnector org.jhotdraw.draw.connector.ChopTriangleConnector 44 50 100
org.jhotdraw.draw.connector.ChopTriangleConnector org.jhotdraw.draw.TriangleFigure 44 50 3.900709
org.jhotdraw.draw.TriangleFigure org.jhotdraw.geom.Geom 70 2.232855 0.1177559
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.draw.connector.ChopRoundRectangleConnector 88 18.18182 100
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.draw.RoundRectangleFigure 132 27.27273 56.41026
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.draw.Figure 44 9.090909 0.02222694
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.draw.AttributeKeys.StrokePlacement 44 9.090909 0.4255731
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.draw.AttributeKeys 44 9.090909 0.03378249
org.jhotdraw.draw.connector.ChopRoundRectangleConnector org.jhotdraw.geom.Geom 132 27.27273 0.222054
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.draw.liner.Liner 60 2.518892 100
org.jhotdraw.draw.liner.ElbowLiner org.jhotdraw.draw.LineConnectionFigure 35 7.526882 1.924134
org.jhotdraw.draw.liner.ElbowLiner org.jhotdraw.draw.ConnectionFigure 118 25.37634 5.480724
org.jhotdraw.draw.liner.ElbowLiner org.jhotdraw.draw.connector.Connector 96 20.64516 4.979253
org.jhotdraw.draw.liner.ElbowLiner org.jhotdraw.geom.BezierPath 144 30.96774 0.04913083
org.jhotdraw.draw.connector.AbstractConnector org.jhotdraw.draw.connector.AbstractConnector 1335 60.65425 100
org.jhotdraw.draw.connector.AbstractConnector org.jhotdraw.draw.Figure 188 8.541573 0.09496964
org.jhotdraw.draw.liner.ElbowLiner org.jhotdraw.geom.BezierPath.Node 72 15.48387 1.210898
org.jhotdraw.draw.TextAreaFigure org.jhotdraw.draw.TextAreaFigure 950 89.20188 99.58071
org.jhotdraw.draw.TextAreaFigure org.jhotdraw.draw.AttributeKeys 62 5.821596 0.04760259
org.jhotdraw.draw.TextAreaFigure org.jhotdraw.draw.AttributeKeys.Alignment 53 4.976526 4.706927
org.jhotdraw.draw.action.FontChooserHandler org.jhotdraw.draw.TextHolderFigure 28 0.8211143 3.664922
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.JFontChooser 195 20.08239 21.42857
org.jhotdraw.gui.JFontChooser org.jhotdraw.gui.fontchooser.FontChooserModel 27 2.780638 5.037313
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI.FontChooserHandler org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI 132 100 33
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI 180 13.55422 45
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.plaf.palette.PaletteFontChooserSelectionPanel 183 13.78012 76.25
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.JFontChooser 344 25.90362 37.8022
org.jhotdraw.gui.plaf.palette.PaletteFontChooserUI org.jhotdraw.gui.fontchooser.FontChooserModel 504 37.95181 94.02985
org.jhotdraw.draw.handle.FontSizeHandle org.jhotdraw.draw.handle.FontSizeHandle 655 67.31757 100
org.jhotdraw.draw.locator.FontSizeLocator org.jhotdraw.draw.Figure 178 50 0.08991806
org.jhotdraw.draw.locator.FontSizeLocator org.jhotdraw.draw.TextHolderFigure 178 50 23.29843
org.jhotdraw.draw.handle.TextOverflowHandle org.jhotdraw.draw.handle.TextOverflowHandle 205 50 100
org.jhotdraw.draw.handle.TextOverflowHandle org.jhotdraw.draw.TextHolderFigure 109 26.58537 14.26702
org.jhotdraw.draw.handle.TextOverflowHandle org.jhotdraw.draw.Figure 48 11.70732 0.02424757
org.jhotdraw.draw.handle.TextOverflowHandle org.jhotdraw.draw.DrawingView 48 11.70732 0.03644813
org.jhotdraw.draw.handle.FontSizeHandle org.jhotdraw.draw.DrawingEditor 318 32.68243 0.2897943
org.jhotdraw.draw.tool org.jhotdraw.draw.tool.AbstractTool 248 77.98742 2.463005
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.tool.Tool 15 0.9683667 0.09059612
org.jhotdraw.draw.tool.TextAreaEditingTool org.jhotdraw.draw.tool.TextAreaEditingTool 29 31.1828 100
org.jhotdraw.draw.tool.TextAreaEditingTool org.jhotdraw.draw.text.FloatingTextArea 20 21.50538 42.55319
org.jhotdraw.draw.text.FloatingTextArea org.jhotdraw.draw.DrawingView 47 40.51724 0.0356888
org.jhotdraw.draw.text.FloatingTextArea org.jhotdraw.draw.TextHolderFigure 62 53.44828 8.115184
org.jhotdraw.draw.text.FloatingTextArea org.jhotdraw.draw.text.FloatingTextArea 7 6.034482 14.89362
org.jhotdraw.draw.tool.TextAreaEditingTool org.jhotdraw.draw.TextHolderFigure 36 38.70967 4.712042
org.jhotdraw.draw.tool.TextAreaEditingTool org.jhotdraw.geom.Insets2D.Double 4 4.301075 0.1050696
org.jhotdraw.geom.Insets2D org.jhotdraw.geom.Insets2D 4258 100 100
org.jhotdraw.draw.tool.DelegationSelectionTool org.jhotdraw.draw.handle.Handle 15 0.9683667 0.03002222
org.jhotdraw.draw.handle.ResizeHandleKit.ResizeHandle org.jhotdraw.util.ResourceBundleUtil 22 0.08637952 0.07244468
org.jhotdraw.draw.text.FloatingTextArea.1 org.jhotdraw.draw.text.FloatingTextArea 5 100 10.6383
org.jhotdraw.draw.tool.TextAreaEditingTool org.jhotdraw.draw.Drawing 4 4.301075 0.01568443
org.jhotdraw.draw.tool.TextAreaEditingTool.1 org.jhotdraw.util.ResourceBundleUtil 14 100 0.04610116
org.jhotdraw.draw.handle.ResizeHandleKit.SouthHandle org.jhotdraw.draw.handle.ResizeHandleKit.SouthHandle 47 61.84211 100
org.jhotdraw.draw.handle.ResizeHandleKit.SouthHandle org.jhotdraw.draw.Figure 29 38.15789 0.01464957
org.jhotdraw.draw.TextFigure org.jhotdraw.draw.AttributeKeys 169 0.7699317 0.1297555
org.jhotdraw.draw.TextFigure org.jhotdraw.draw.locator.RelativeLocator 28 0.1275626 3.146067
org.jhotdraw.draw.tool.DefaultDragTracker org.jhotdraw.draw.Constrainer 50 1.646361 1.677852
org.jhotdraw.draw.GridConstrainer org.jhotdraw.draw.GridConstrainer 140 49.29577 100
org.jhotdraw.draw.TextFigure org.jhotdraw.geom.Geom 276 1.257403 0.4642947
org.jhotdraw.draw.handle.MoveHandle org.jhotdraw.draw.handle.MoveHandle 5637 57.13562 100
org.jhotdraw.draw.handle.MoveHandle org.jhotdraw.draw.Figure 1413 14.32191 0.7137878
org.jhotdraw.draw.handle.MoveHandle org.jhotdraw.draw.DrawingEditor 2816 28.54247 2.566229
org.jhotdraw.draw.tool.TextEditingTool org.jhotdraw.draw.tool.TextEditingTool 79 33.90558 100
org.jhotdraw.draw.tool.TextEditingTool org.jhotdraw.draw.text.FloatingTextField 55 23.60515 56.70103
org.jhotdraw.draw.text.FloatingTextField org.jhotdraw.draw.DrawingView 168 38.70967 0.1275685
org.jhotdraw.draw.text.FloatingTextField org.jhotdraw.draw.TextHolderFigure 252 58.06451 32.98429
org.jhotdraw.draw.text.FloatingTextField org.jhotdraw.draw.text.FloatingTextField 14 3.225806 14.43299
org.jhotdraw.draw.tool.TextEditingTool org.jhotdraw.draw.DrawingView 22 9.44206 0.01670539
org.jhotdraw.draw.tool.TextEditingTool org.jhotdraw.draw.TextHolderFigure 66 28.32618 8.638743
org.jhotdraw.draw.text.FloatingTextField.1 org.jhotdraw.draw.text.FloatingTextField 14 100 14.43299
org.jhotdraw.draw.tool.TextEditingTool org.jhotdraw.draw.Drawing 11 4.72103 0.04313218
org.jhotdraw.draw.tool.TextEditingTool.1 org.jhotdraw.util.ResourceBundleUtil 58 100 0.1909905
org.jhotdraw.draw.RectangleFigure org.jhotdraw.draw.RectangleFigure 114 0.7696462 100
org.jhotdraw.draw.connector.ChopEllipseConnector org.jhotdraw.draw.connector.ChopEllipseConnector 111 27.0073 100
org.jhotdraw.draw.connector.ChopEllipseConnector org.jhotdraw.draw.Figure 111 27.0073 0.0560725
org.jhotdraw.draw.connector.ChopEllipseConnector org.jhotdraw.draw.AttributeKeys.StrokePlacement 41 9.975669 0.3965567
org.jhotdraw.draw.connector.ChopEllipseConnector org.jhotdraw.draw.AttributeKeys 37 9.002433 0.028408
org.jhotdraw.draw.connector.ChopEllipseConnector org.jhotdraw.geom.Geom 111 27.0073 0.1867272
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.AttributeKeys.StrokePlacement 35 1.525054 0.338524
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.draw.AttributeKeys 35 1.525054 0.02687243
org.jhotdraw.draw.connector.ChopRectangleConnector org.jhotdraw.geom.Geom 105 4.575163 0.1766339
org.jhotdraw.draw.liner.CurvedLiner org.jhotdraw.draw.LineConnectionFigure 23 9.62343 1.264431
org.jhotdraw.draw.liner.CurvedLiner org.jhotdraw.draw.ConnectionFigure 80 33.47281 3.715745
org.jhotdraw.draw.liner.CurvedLiner org.jhotdraw.draw.connector.Connector 68 28.45188 3.526971
org.jhotdraw.draw.liner.CurvedLiner org.jhotdraw.geom.BezierPath 68 28.45188 0.02320067
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.handle.AbstractConnectionHandle 1300 60.46511 100
org.jhotdraw.draw.handle.ConnectionStartHandle org.jhotdraw.draw.handle.ConnectionStartHandle 134 50 100
org.jhotdraw.draw.handle.ConnectionStartHandle org.jhotdraw.draw.ConnectionFigure 134 50 6.223874
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.DrawingView 289 13.44186 0.2194481
org.jhotdraw.draw.handle.ConnectionEndHandle org.jhotdraw.draw.handle.ConnectionEndHandle 151 50 100
org.jhotdraw.draw.handle.ConnectionEndHandle org.jhotdraw.draw.ConnectionFigure 151 50 7.01347
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.DrawingEditor 328 15.25581 0.2989073
org.jhotdraw.draw.handle.OrientationHandle org.jhotdraw.draw.handle.OrientationHandle 107 56.61375 100
org.jhotdraw.draw.handle.OrientationHandle org.jhotdraw.draw.Figure 32 16.93122 0.01616504
org.jhotdraw.draw.handle.OrientationHandle org.jhotdraw.draw.AttributeKeys.Orientation 16 8.465609 5.882353
org.jhotdraw.draw.handle.OrientationHandle org.jhotdraw.draw.DrawingView 16 8.465609 0.01214938
org.jhotdraw.draw.handle.OrientationHandle org.jhotdraw.draw.DrawingEditor 18 9.523809 0.01640345
org.jhotdraw.draw.TriangleFigure org.jhotdraw.draw.AttributeKeys.StrokePlacement 26 0.8293461 0.251475
org.jhotdraw.draw.handle.ResizeHandleKit.NorthHandle org.jhotdraw.draw.handle.ResizeHandleKit.NorthHandle 52 53.60825 100
org.jhotdraw.draw.handle.ResizeHandleKit.NorthHandle org.jhotdraw.draw.Figure 45 46.39175 0.0227321
org.jhotdraw.draw.event.TransformEdit org.jhotdraw.util.ResourceBundleUtil 40 100 0.1317176
org.jhotdraw.draw.QuadTreeDrawing org.jhotdraw.geom.Geom 1095 4.068212 1.842039
org.jhotdraw.draw.LineFigure org.jhotdraw.geom.BezierPath 7 100 0.002388304
org.jhotdraw.draw.handle.BezierNodeHandle org.jhotdraw.util.ResourceBundleUtil 9 0.04991958 0.02963646
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.ConnectionFigure 18 0.8372093 0.8360427
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.Constrainer 4 0.1860465 0.1342282
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.Drawing 5 0.2325581 0.01960554
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.Figure 203 9.441861 0.102547
org.jhotdraw.draw.LineConnectionFigure org.jhotdraw.draw.Figure 98 4.11419 0.04950545
org.jhotdraw.draw.handle.AbstractConnectionHandle org.jhotdraw.draw.connector.Connector 3 0.1395349 0.1556017
org.jhotdraw.draw.connector.AbstractConnector org.jhotdraw.geom.Geom 666 30.25897 1.120363
org.jhotdraw.draw.handle.ResizeHandleKit.WestHandle org.jhotdraw.draw.handle.ResizeHandleKit.WestHandle 30 54.54546 100
org.jhotdraw.draw.handle.ResizeHandleKit.WestHandle org.jhotdraw.draw.Figure 25 45.45455 0.01262894
org.jhotdraw.draw.DiamondFigure org.jhotdraw.geom.Geom 20 1.388889 0.03364455
org.jhotdraw.draw.action.DefaultAttributeAction org.jhotdraw.draw.action.DefaultAttributeAction 101 52.60417 16.94631
org.jhotdraw.draw.action.DefaultAttributeAction org.jhotdraw.draw.DrawingView 23 11.97917 0.01746473
org.jhotdraw.draw.action.DefaultAttributeAction org.jhotdraw.util.ResourceBundleUtil 22 11.45833 0.07244468
org.jhotdraw.draw.action.AbstractSelectedAction org.jhotdraw.draw.Drawing 71 0.08096335 0.2783986
org.jhotdraw.draw.action.DefaultAttributeAction org.jhotdraw.draw.Figure 35 18.22917 0.01768052
org.jhotdraw.draw.action.DefaultAttributeAction org.jhotdraw.draw.DrawingEditor 11 5.729167 0.01002433
org.jhotdraw.draw.action.PickAttributesAction org.jhotdraw.draw.action.PickAttributesAction 45 30.40541 90
org.jhotdraw.draw.action.PickAttributesAction org.jhotdraw.draw.DrawingView 15 10.13513 0.01139004
org.jhotdraw.draw.action.PickAttributesAction org.jhotdraw.draw.Figure 15 10.13513 0.007577365
org.jhotdraw.draw.action.PickAttributesAction org.jhotdraw.draw.DrawingEditor 73 49.32433 0.06652511
org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.draw.action.ApplyAttributesAction 39 17.41072 88.63636
org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.util.ResourceBundleUtil 26 11.60714 0.08561644
org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.draw.DrawingView 39 17.41072 0.02961411
org.jhotdraw.draw.action.ApplyAttributesAction org.jhotdraw.draw.Drawing 26 11.60714 0.1019488
